"Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","Segment","City","State","Country","Market","Region","Product ID","Category","Sub-Category","Product Name","Sales","Quantity","Discount","Profit","Shipping Cost","Order Priority","","","","",""
"IT-2013-5930911","3/19/2013","3/19/2013","Same Day","MV-17485","Mark Van Huff","Consumer","Saint-Chamond","Rhône-Alpes","France","EU","Central","OFF-ST-10000288","Office Supplies","Storage","Fellowes Lockers, Industrial","748.12","4","0.1","282.52","253.03","Critical","","","","",""
"ES-2012-2674466","3/21/2012","3/23/2012","Second Class","JW-15955","Joni Wasserman","Consumer","Fontenay-aux-Roses","Ile-de-France","France","EU","Central","FUR-BO-10004844","Furniture","Bookcases","Sauder Corner Shelving, Mobile","943.87","7","0.1","209.71","252.9","Critical","","","","",""
"RO-2012-8470","8/17/2012","8/19/2012","Second Class","DB-3660","Duane Benoit","Consumer","Buzau","Buzau","Romania","EMEA","EMEA","FUR-OFF-10001224","Furniture","Chairs","Office Star Swivel Stool, Red","1391.52","8","0","69.36","344.5","Critical","","","","",""
"ES-2014-2179863","2/14/2014","2/16/2014","First Class","MB-18085","Mick Brown","Consumer","Clermont-Ferrand","Auvergne","France","EU","Central","OFF-ST-10004191","Office Supplies","Storage","Tenex Lockers, Blue","734.94","4","0.1","130.62","344.98","Critical","","","","",""
"US-2013-138408","11/19/2013","11/22/2013","Second Class","KC-16255","Karen Carlisle","Corporate","Huntsville","Alabama","United States","US","South","TEC-AC-10003870","Technology","Accessories","Logitech Z-906 Speaker sys - home theater - 5.1-CH","1319.96","4","0","527.98","345.77","Critical","","","","",""
"MX-2011-150973","10/27/2011","10/28/2011","First Class","JB-16000","Joy Bell-","Consumer","León","León","Nicaragua","LATAM","Central","TEC-PH-10004196","Technology","Phones","Samsung Smart Phone, Cordless","1278","3","0","89.46","358.18","Critical","","","","",""
"IT-2014-2819680","8/7/2014","8/9/2014","Second Class","CA-12310","Christine Abelman","Corporate","Menton","Provence-Alpes-Côte d'Azur","France","EU","Central","TEC-PH-10004505","Technology","Phones","Nokia Smart Phone, Full Size","1625.24","3","0.15","-76.57","345.78","Critical","","","","",""
"MX-2013-109141","12/9/2013","12/11/2013","Second Class","MC-17575","Matt Collins","Consumer","Joinville","Santa Catarina","Brazil","LATAM","South","FUR-CH-10000885","Furniture","Chairs","Hon Executive Leather Armchair, Adjustable","919.26","3","0","266.58","251.57","Critical","","","","",""
"CA-2012-124891","7/31/2012","7/31/2012","Same Day","RH-19495","Rick Hansen","Consumer","New York City","New York","United States","US","East","FUR-TA-10002903","Furniture","Tables","Bevis Round Bullnose 29"" High Table Top","1090.78","7","0.4","-290.88","348.18","Critical","","","","",""
"IN-2013-42535","7/30/2013","7/30/2013","Same Day","EM-13825","Elizabeth Moffitt","Corporate","Himeji","Hyogo","Japan","APAC","North Asia","TEC-CO-10002376","Technology","Copiers","Hewlett Fax Machine, Laser","959.76","3","0","460.62","348.48","Critical","","","","",""
"CA-2013-162355","7/1/2013","7/3/2013","Second Class","PF-19165","Philip Fox","Consumer","Sandy Springs","Georgia","United States","US","South","FUR-BO-10004695","Furniture","Bookcases","O'Sullivan 2-Door Barrister Bookcase in Odessa Pine","1266.86","7","0","291.38","254.77","Critical","","","","",""
"IN-2014-68750","9/22/2014","9/25/2014","Second Class","BP-11290","Beth Paige","Consumer","Singapore","Singapore","Singapore","APAC","Southeast Asia","TEC-CO-10000679","Technology","Copiers","Hewlett Personal Copier, High-Speed","1282.23","9","0","12.69","349.88","Critical","","","","",""
"US-2012-158323","7/4/2012","7/4/2012","Same Day","CL-11890","Carl Ludwig","Consumer","Açu","Rio Grande do Norte","Brazil","LATAM","South","TEC-PH-10000808","Technology","Phones","Samsung Smart Phone, Cordless","1363.2","8","0.6","-1806.24","255.17","Critical","","","","",""
"CA-2012-156104","12/6/2012","12/8/2012","Second Class","NP-18685","Nora Pelletier","Home Office","Indianapolis","Indiana","United States","US","Central","TEC-CO-10002095","Technology","Copiers","Hewlett Packard 610 Color Digital Copier / Printer","999.98","2","0","449.99","334.26","Critical","","","","",""
"CA-2013-106530","5/9/2013","5/9/2013","Same Day","CL-12565","Clay Ludtke","Consumer","Cleveland","Ohio","United States","US","East","OFF-ST-10002011","Office Supplies","Storage","Smead Adjustable Mobile File Trolley with Lockable Top","1006.06","3","0.2","88.03","254.13","Critical","","","","",""
"MX-2014-124744","12/17/2014","12/19/2014","First Class","MY-18295","Muhammed Yedwab","Corporate","Matagalpa","Matagalpa","Nicaragua","LATAM","Central","OFF-AP-10002681","Office Supplies","Appliances","Hamilton Beach Stove, Black","1805.9","5","0","126.4","381.14","Critical","","","","",""
"ES-2014-3860822","11/27/2014","11/29/2014","First Class","HW-14935","Helen Wasserman","Corporate","Ivry-sur-Seine","Ile-de-France","France","EU","Central","FUR-BO-10004947","Furniture","Bookcases","Safco Stackable Bookrack, Pine","676.48","5","0.1","195.29","330.51","Critical","","","","",""
"IT-2012-2646674","8/29/2012","9/1/2012","First Class","JD-16060","Julia Dunbar","Consumer","Santander","Cantabria","Spain","EU","South","OFF-ST-10004597","Office Supplies","Storage","Rogers File Cart, Blue","1392.63","11","0.1","-139.56","358.96","Critical","","","","",""
"IT-2012-4058325","8/6/2012","8/7/2012","First Class","PO-19195","Phillina Ober","Home Office","Granollers","Catalonia","Spain","EU","South","TEC-PH-10002597","Technology","Phones","Apple Signal Booster, with Caller ID","983.88","8","0.1","-11.16","369.17","Critical","","","","",""
"ES-2014-2538638","10/15/2014","10/17/2014","Second Class","CS-11860","Cari Schnelling","Consumer","Vienna","Vienna","Austria","EU","Central","OFF-ST-10000624","Office Supplies","Storage","Eldon File Cart, Single Width","1026.96","8","0","441.36","326.35","Critical","","","","",""
"IT-2013-1659438","7/15/2013","7/15/2013","Same Day","GH-14410","Gary Hansen","Home Office","Elx","Valenciana","Spain","EU","South","TEC-PH-10003513","Technology","Phones","Nokia Speaker Phone, VoIP","1330.99","12","0.1","-103.61","259.12","Critical","","","","",""
"IN-2011-52279","11/25/2011","11/25/2011","Same Day","HL-15040","Hunter Lopez","Consumer","Hobart","Tasmania","Australia","APAC","Oceania","TEC-CO-10002040","Technology","Copiers","Brother Fax Machine, Digital","1336.36","7","0.4","44.44","371.74","Critical","","","","",""
"ES-2014-2648154","8/11/2014","8/14/2014","First Class","ME-17320","Maria Etezadi","Home Office","Stoke-on-Trent","England","United Kingdom","EU","North","FUR-TA-10002786","Furniture","Tables","Lesro Computer Table, Fully Assembled","856.68","2","0","274.08","259.34","Critical","","","","",""
"IN-2013-52552","10/21/2013","10/24/2013","Second Class","MM-17260","Magdelene Morse","Consumer","Tianjin","Tianjin","China","APAC","North Asia","TEC-PH-10003891","Technology","Phones","Cisco Audio Dock, with Caller ID","910.35","5","0","391.35","259.57","Critical","","","","",""
"MX-2014-128405","11/22/2014","11/24/2014","First Class","KD-16270","Karen Daniels","Consumer","Tupã","São Paulo","Brazil","LATAM","South","FUR-CH-10002093","Furniture","Chairs","Harbour Creations Rocking Chair, Adjustable","897.48","9","0","322.92","374.38","Critical","","","","",""
"CA-2014-143567","11/3/2014","11/6/2014","Second Class","TB-21175","Thomas Boland","Corporate","Henderson","Kentucky","United States","US","South","FUR-CH-10000454","Furniture","Chairs","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","975.92","4","0","292.78","238.51","Critical","","","","",""
"ES-2014-1331794","3/6/2014","3/8/2014","First Class","FW-14395","Fred Wasserman","Corporate","Strasbourg","Alsace","France","EU","Central","FUR-BO-10003991","Furniture","Bookcases","Bush Classic Bookcase, Traditional","1114.24","3","0.1","383.71","376.88","Critical","","","","",""
"ES-2012-4589770","11/21/2012","11/24/2012","Second Class","MT-17815","Meg Tillman","Consumer","Nantes","Pays de la Loire","France","EU","Central","TEC-MA-10004534","Technology","Machines","Konica Printer, Wireless","1593.65","7","0.15","-225.16","377.03","Critical","","","","",""
"IN-2014-61932","4/17/2014","4/17/2014","Same Day","HA-14920","Helen Andreada","Consumer","Wuhai","Inner Mongolia","China","APAC","North Asia","TEC-PH-10001457","Technology","Phones","Apple Smart Phone, Full Size","1275","2","0","140.22","377.58","Critical","","","","",""
"MX-2014-113845","9/12/2014","9/14/2014","First Class","CS-12460","Chuck Sachs","Consumer","Managua","Managua","Nicaragua","LATAM","Central","TEC-PH-10001076","Technology","Phones","Nokia Smart Phone, Cordless","2120.5","5","0","106","377.7","Critical","","","","",""
"CA-2011-124688","8/27/2011","8/29/2011","First Class","CC-12610","Corey Catlett","Corporate","Springfield","Virginia","United States","US","South","FUR-TA-10003569","Furniture","Tables","Bretford CR8500 Series Meeting Room Furniture","1202.94","3","0","300.74","237.41","Critical","","","","",""
"ES-2012-5967582","5/28/2012","5/31/2012","First Class","CK-12205","Chloris Kastensmidt","Consumer","Barletta","Apulia","Italy","EU","South","TEC-CO-10001413","Technology","Copiers","Hewlett Wireless Fax, High-Speed","1513.56","4","0","741.6","325.45","Critical","","","","",""
"SA-2014-1290","11/18/2014","11/21/2014","Second Class","MC-7575","Matt Collins","Consumer","Jeddah","Makkah","Saudi Arabia","EMEA","EMEA","TEC-PAN-10000577","Technology","Machines","Panasonic Inkjet, White","621","2","0","180.06","237.28","Critical","","","","",""
"TU-2011-6390","9/8/2011","9/10/2011","Second Class","CV-2805","Cynthia Voltz","Corporate","Istanbul","Istanbul","Turkey","EMEA","EMEA","FUR-HAR-10002873","Furniture","Chairs","Harbour Creations Executive Leather Armchair, Adjustable","1142.64","6","0.6","-571.32","239.71","Critical","","","","",""
"IN-2014-17972","3/26/2014","3/29/2014","First Class","AP-10915","Arthur Prichep","Consumer","Jakarta","Jakarta","Indonesia","APAC","Southeast Asia","OFF-AP-10003917","Office Supplies","Appliances","KitchenAid Stove, Silver","1421.54","3","0.17","428.12","367.57","Critical","","","","",""
"ES-2014-4622860","6/9/2014","6/12/2014","First Class","DB-13210","Dean Braden","Consumer","London","England","United Kingdom","EU","North","TEC-MA-10000753","Technology","Machines","Epson Printer, Red","935.17","4","0.1","114.25","327.11","Critical","","","","",""
"IT-2011-3270900","11/30/2011","12/1/2011","First Class","AW-10840","Anthony Witt","Consumer","Amsterdam","North Holland","Netherlands","EU","Central","TEC-CO-10000556","Technology","Copiers","HP Wireless Fax, Laser","1440.84","8","0.5","-1268.04","367.35","Critical","","","","",""
"IN-2011-23530","11/9/2011","11/11/2011","First Class","AS-10285","Alejandro Savely","Corporate","Kanpur","Uttar Pradesh","India","APAC","Central Asia","FUR-CH-10004694","Furniture","Chairs","Office Star Rocking Chair, Black","969.36","7","0","348.81","330.01","Critical","","","","",""
"RS-2011-8730","8/17/2011","8/19/2011","First Class","AS-285","Alejandro Savely","Corporate","Kaliningrad","Kaliningrad","Russia","EMEA","EMEA","FUR-HAR-10004086","Furniture","Chairs","Harbour Creations Steel Folding Chair, Black","954.6","10","0","152.7","243.85","Critical","","","","",""
"CM-2012-6440","12/13/2012","12/15/2012","First Class","BP-1230","Benjamin Patterson","Consumer","Yaounde","Centre","Cameroon","Africa","Africa","OFF-HOO-10000335","Office Supplies","Appliances","Hoover Microwave, White","1840.68","6","0","496.98","359.58","Critical","","","","",""
"IT-2011-2051710","11/19/2011","11/21/2011","Second Class","DJ-13420","Denny Joy","Corporate","Bologna","Emilia-Romagna","Italy","EU","South","TEC-PH-10003683","Technology","Phones","Motorola Audio Dock, VoIP","728.53","7","0.4","-133.73","257.16","Critical","","","","",""
"MX-2013-154886","9/3/2013","9/5/2013","First Class","CM-12715","Craig Molinari","Corporate","Cancún","Quintana Roo","Mexico","LATAM","North","FUR-CH-10004669","Furniture","Chairs","Novimex Executive Leather Armchair, Black","976.96","4","0.2","232","328.66","Critical","","","","",""
"IN-2013-36963","12/23/2013","12/25/2013","First Class","VG-21805","Vivek Grady","Corporate","Harbin","Heilongjiang","China","APAC","North Asia","FUR-BO-10001196","Furniture","Bookcases","Bush Library with Doors, Pine","731.34","2","0","175.5","328.35","Critical","","","","",""
"ES-2014-5507713","11/4/2014","11/7/2014","First Class","CK-12760","Cyma Kinney","Corporate","Bayonne","Aquitaine","France","EU","Central","TEC-MA-10003223","Technology","Machines","StarTech Inkjet, Durable","765.46","3","0.15","-36.08","242.18","Critical","","","","",""
"IN-2011-63577","6/15/2011","6/17/2011","First Class","GH-14665","Greg Hansen","Consumer","Cangzhou","Hebei","China","APAC","North Asia","FUR-CH-10001664","Furniture","Chairs","Novimex Swivel Stool, Black","1296.24","8","0","285.12","358.85","Critical","","","","",""
"US-2011-167262","10/31/2011","11/3/2011","Second Class","AC-10450","Amy Cox","Consumer","Avondale","Arizona","United States","US","West","TEC-PH-10000486","Technology","Phones","Plantronics HL10 Handset Lifter","742.34","8","0.2","83.51","241.86","Critical","","","","",""
"CA-2013-146633","11/16/2013","11/18/2013","Second Class","TG-21310","Toby Gnade","Consumer","Los Angeles","California","United States","US","West","OFF-BI-10003527","Office Supplies","Binders","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind","1016.79","1","0.2","381.3","363.87","Critical","","","","",""
"CA-2013-114972","11/4/2013","11/7/2013","First Class","PF-19225","Phillip Flathmann","Consumer","Los Angeles","California","United States","US","West","OFF-AP-10003057","Office Supplies","Appliances","Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room","1101.48","4","0","429.58","364.76","Critical","","","","",""
"IT-2013-3085011","3/8/2013","3/8/2013","Same Day","EB-13840","Ellis Ballard","Corporate","Montreuil","Ile-de-France","France","EU","Central","TEC-PH-10003492","Technology","Phones","Cisco Audio Dock, Full Size","779.28","5","0.15","-0.12","241.34","Critical","","","","",""
"AG-2011-8180","2/25/2011","2/25/2011","Same Day","RO-9780","Rose O'Brian","Consumer","Algiers","Alger","Algeria","Africa","Africa","TEC-EPS-10004558","Technology","Machines","Epson Inkjet, Durable","613.26","2","0","202.32","241.33","Critical","","","","",""
"CA-2014-167395","12/3/2014","12/5/2014","First Class","KM-16720","Kunst Miller","Consumer","Lowell","Massachusetts","United States","US","East","TEC-PH-10004977","Technology","Phones","GE 30524EE4","979.95","5","0","284.19","240.88","Critical","","","","",""
"US-2014-165456","12/1/2014","12/4/2014","First Class","TB-21625","Trudy Brown","Consumer","Philadelphia","Pennsylvania","United States","US","East","FUR-CH-10003981","Furniture","Chairs","Global Commerce Series Low-Back Swivel/Tilt Chairs","1079.32","6","0.3","-15.42","258.42","Critical","","","","",""
"IN-2011-28087","11/3/2011","11/5/2011","Second Class","DP-13105","Dave Poirier","Corporate","Gold Coast","Queensland","Australia","APAC","Oceania","FUR-CH-10003232","Furniture","Chairs","Harbour Creations Executive Leather Armchair, Adjustable","2544.37","6","0.1","621.79","366.89","Critical","","","","",""
"GH-2014-6410","6/17/2014","6/19/2014","First Class","JD-6060","Julia Dunbar","Consumer","Kumasi","Ashanti","Ghana","Africa","Africa","OFF-KIT-10001380","Office Supplies","Appliances","KitchenAid Microwave, Black","1239","4","0","0","327.94","Critical","","","","",""
"MX-2012-122553","11/6/2012","11/8/2012","First Class","NW-18400","Natalie Webber","Consumer","San Luis Potosí","San Luis Potosí","Mexico","LATAM","North","TEC-CO-10002009","Technology","Copiers","Brother Wireless Fax, High-Speed","1003.35","4","0","178.95","219.53","Critical","","","","",""
"IN-2013-15277","11/11/2013","11/11/2013","Same Day","MR-17545","Mathew Reese","Home Office","Jodhpur","Rajasthan","India","APAC","Central Asia","TEC-CO-10002150","Technology","Copiers","Canon Fax and Copier, Digital","763.92","4","0","381.96","313.66","Critical","","","","",""
"IN-2011-63598","9/15/2011","9/18/2011","Second Class","VP-21730","Victor Preis","Home Office","Brisbane","Queensland","Australia","APAC","Oceania","OFF-ST-10003306","Office Supplies","Storage","Eldon File Cart, Single Width","808.73","7","0.1","-0.19","219.26","Critical","","","","",""
